station,window_start,window_end,amb_resets,cn0,code_wrms,h_conv,mp1,mp2,mp5,mw12,mw15,mw25,phase_wrms,satellite_gaps,uptime,v_conv,score,rank
AJAC,2019-01-01,2025-12-31,0.9597113562604321,0.9518696957578084,0.8360723702435255,0.9010383159532608,0.15179990807285224,0.2300378914118247,0.24758515207606718,0.3973250050294679,0.3735847256753542,0.45934353091074964,0.738729308922237,0.5041036713268238,0.8893234258897145,0.8722814025743453,0.7877172298441891,11
DYNG,2019-01-01,2025-12-31,0.9434221269480548,0.90565404105945,0.7691949137116826,0.9201756299770917,0.2865873661158072,0.3333567021571118,0.38274093168227147,0.1908044861675185,0.19429981195683316,0.4114771568548684,0.7341008055011851,0.5725972649651165,0.8947985921001174,0.8906016982682533,0.7859184136158104,12
NANO,2019-01-01,2025-12-31,0.9591567110375756,0.87212168378466,0.6758194470537546,0.8296323382753806,0.2512159552761255,0.22603662769993416,0.21329518465723124,0.33964072138235435,0.3284437800200759,0.5312607307634374,0.7496987935158477,0.8251685333149489,0.6613218615565115,0.8856712915731484,0.7845496614622307,13
MEDI,2019-01-01,2025-12-31,0.9447724450976434,0.9427687386704537,0.8872747874654678,0.915710160782661,0.1339973694908172,0.20327385761367303,0.23089441771686273,0.41499597579539843,0.4123712637954333,0.5044616714472591,0.7919059961035688,0.16775146736434632,0.9886585842784513,0.8793137848474006,0.7788860939242517,14
SCH2,2019-01-01,2025-12-31,0.8921976693983895,0.8857394139117859,0.5788565772628894,0.8798394478946046,0.9305831990650059,0.8015192360181885,0.5258089432722952,0.9402952098585076,0.7974683934943906,0.7843760683637149,0.7837849336610362,0.4227040028561211,0.9878764176769652,0.8840544783518783,0.7786415222228746,15
HLFX,2019-01-01,2025-12-31,0.9418991332509844,0.8596113284532685,0.5719984086003511,0.8968903182186162,0.37162477815098777,0.5172962915517875,0.691753600234411,0.42799248929913725,0.5509188891200267,0.726807490567206,0.7816364616386886,0.4039013834057119,0.9964802502933124,0.88053553389576,0.7778785073777978,16
ALBH,2019-01-01,2025-12-31,0.9474509320407203,0.8883522046285965,0.6760511201352577,0.9148476070920035,0.3134651942751386,0.2066748875321983,0.20278661629573683,0.3484314860707766,0.2721059568593104,0.5191636867203198,0.7524987035216902,0.37105658199446534,0.9992178333985139,0.8942612684972161,0.7717547913949926,17
BAKE,2019-01-01,2025-12-31,0.6689882665939125,0.8480315208891035,0.7983996022862934,0.8979263869590116,0.2328531582909478,0.41743857706769716,0.8053003911786903,0.43329323705844525,0.6345508198640536,0.7603686328867666,0.8436813744037538,0.49961738109203935,0.9980445834962847,0.8814697747925722,0.7716443388390083,18
MDO1,2019-01-01,2025-12-31,0.9481288430609579,0.8866683906595337,0.6708005518477652,0.8846260434949607,0.34298021869395695,0.3233465449637686,0.2965361182460734,0.422553845435069,0.39308254583139685,0.46411887552812786,0.714888712847969,0.5885537842667659,0.9123973406335549,0.8820819469105776,0.7712611211314223,19
MATE,2019-01-01,2025-12-31,0.9388456986299051,0.9793871871585222,0.8583446340677999,0.9014833808081402,0.29258398077236036,0.25266052450273047,0.28161341253871097,0.3850540890740485,0.28848657287435275,0.43035252904680454,0.7253886988065262,0.34219990355548613,0.9820101681658193,0.8732491930009282,0.7701968538998084,20
MAS1,2019-01-01,2025-12-31,0.8548086977771568,0.8988673290631902,0.7013520985823765,0.8963058415433137,0.26577524544455944,0.28156167696629497,0.3007782512962732,0.2840434362617207,0.2836212732467023,0.4293609035858535,0.717819960169299,0.6534456434643803,0.9992178333985139,0.8727793130675089,0.7665775385164033,21
LPAL,2019-01-01,2025-12-31,0.8640855127746879,0.9902219608940988,0.5274940889363058,0.8328643084692816,0.18106397248306635,0.31890470184358266,0.44484968544212705,0.28650980138924126,0.41922872226648034,0.4842788606065873,0.8005777178107516,0.6767510310241993,0.6390301134141572,0.8293916422070655,0.7660013306953427,22
IQAL,2019-01-01,2025-12-31,0.7070880252249082,0.8471372318983964,0.640878281447721,0.8773201316034515,0.3348833780536568,0.48924747693120424,0.8516828109966456,0.5941370704851843,0.7634163225143902,0.8533032792559192,0.8378330630654491,0.44222087854383774,0.9996089166992569,0.864674904063359,0.7630122859687278,23
POL2,2019-01-01,2025-12-31,0.675804922303867,0.9185392357183882,0.6426088208926685,0.9058265944291726,0.9561243594668207,0.41135793439475465,0.26369798870328487,0.9039827825901139,0.7344390512830521,0.8476508152598906,0.8464857529158442,0.45856712852461834,0.9964802502933124,0.8772387855953259,0.761304090300405,24
PALM,2019-01-01,2025-12-31,0.7345758750820942,0.8218251575510518,0.4055886071910289,0.8990057736997197,0.5468919872474156,0.6523777804324198,0.6503234273591934,0.6795746394563369,0.7155037412003891,0.7524589815403212,0.845772259610411,0.6297661401354008,0.9256941728588189,0.8818689802220425,0.7570509671624552,25
NOT1,2019-01-01,2025-12-31,0.9320891339232987,0.9571810123197104,0.8373179177903785,0.9019717016481863,0.2282535919819004,0.22213436405434214,0.25507894090542765,0.3561125684022635,0.2604145153986982,0.4590267348492545,0.7475188968507221,0.17949402777155632,0.8330074305827141,0.869385821415267,0.7568088966679383,26
TLSE,2019-01-01,2025-12-31,0.9208417596901509,0.9184826290179986,0.6819818833343255,0.8502052506395817,0.48011112845632964,0.4324635346997957,0.3734935439331273,0.1545452656701346,0.22237045457183305,0.455777106275226,0.7008640920605164,0.5058325434841149,0.9859210011732499,0.8477218473596335,0.7553182878167247,27
WARN,2019-01-01,2025-12-31,0.912407457004478,0.9532108248801754,0.5760935297153837,0.8598966931146493,0.8834601282830784,0.5726201742881244,0.327482631167719,0.6697444072348501,0.5177183330687635,0.7020896475427858,0.6921941707506375,0.6400451923347419,0.9988267500977708,0.8447594922917688,0.754571113879225,28
MELI,2019-01-01,2025-12-31,0.936978208018272,0.9752943870030486,0.7963790721865621,0.8793833722759559,0.15830203810669788,0.2670015676409692,0.2877045952451424,0.3280689681666179,0.34959978173521006,0.4014845124462922,0.676011715287336,0.46689541005235746,0.95267892061009,0.8630688798103019,0.7532549497809965,29
MOBS,2019-01-01,2025-12-31,0.9473326598418054,0.8074085587859409,0.6648314207700989,0.8827115793407928,0.2887295664694302,0.33383538032776255,0.4051786453634302,0.3630434407101746,0.3562245439693313,0.5613822953988791,0.6702297797364785,0.6043940863139707,0.9491591709034024,0.8712775109326832,0.7514147535404796,30
JOZE,2019-01-01,2025-12-31,0.93714839541755,0.8719640719914005,0.6146539078295132,0.8022729615503557,0.2907139095616159,0.25618735725750874,0.256155090766314,0.38553895306173347,0.3440401887659709,0.5678945529696964,0.7141782714290166,0.49774726586293294,0.8584278451310129,0.8782584625118633,0.7513134484816628,31
GRAZ,2019-01-01,2025-12-31,0.9593299901960911,0.8721532689456777,0.5935435680814425,0.8757239317836077,0.257022400690722,0.23666706660609443,0.252567121639398,0.3273827197876141,0.31954412307286206,0.5416650643882533,0.707872689245172,0.40177089002494304,0.9964802502933124,0.8710206951156251,0.7480028654533264,32
STHL,2019-01-01,2025-12-31,0.7572931094624953,0.8823705431567268,0.6096006484179632,0.900423758706807,0.9585065468038101,0.33678707215143894,0.22994812100892473,0.8333958947312522,0.6195858565442061,0.7009889300825929,0.742008043685698,0.5338170540397391,0.9429018380915135,0.8777695183383611,0.7462762777611611,33
YEBE,2019-01-01,2025-12-31,0.9256861902703553,0.9449213204418135,0.5449107324459065,0.8619874099913017,0.169070903086125,0.2926179858001555,0.4022422204872824,0.28160697609700247,0.32230845981316086,0.39375840706617615,0.7229468134807399,0.43680569483715237,0.9886585842784513,0.8441361422241792,0.7462422936858661,34
EBRE,2019-01-01,2025-12-31,0.9494129422480545,0.9909928614789104,0.6801967241659022,0.847120005001697,0.22502355957115358,0.22650573831999052,0.2590142910113781,0.34682327608959657,0.2608682825116447,0.44264878855400625,0.6579413740696295,0.6060640705570772,0.9925694172858819,0.8572069787840579,0.745631659763795,35
SUTM,2019-01-01,2025-12-31,0.9421590740582901,0.9180792318754699,0.6646426924688676,0.8471669913795404,0.9203231005966358,0.5397362812316613,0.3401880444154622,0.6756576964990747,0.4381124241872484,0.5173886915925857,0.6718415777175255,0.450647058909342,0.9964802502933124,0.8554072132579792,0.7448255898071396,36
CHPI,2019-01-01,2025-12-31,0.9085183140140661,0.8548192792724175,0.7894862444936672,0.9159009378302428,0.28854665595078194,0.3203207038295033,0.34624509443551427,0.1628030839269882,0.2487481450340565,0.5169963826980408,0.6599220691607257,0.45840433960838445,0.9358623386781384,0.8900107622274903,0.7435301151847152,37
DLF1,2019-01-01,2025-12-31,0.9547951660941851,0.922511455586034,0.6612670148177985,0.8958350933513558,0.31154997385299293,0.3544621946441523,0.30079435362543966,0.11447144140951723,0.14416990479607786,0.4638058647512396,0.7304313028973727,0.17518577220481568,0.9968713335940556,0.8470996001801236,0.7421874113051523,38
DJIG,2019-01-01,2025-12-31,0.8872772772636014,0.8687282695997057,0.7998533328670097,0.9270533925616236,0.2988626630472229,0.32852781438910755,0.3672274782781714,0.2093504923261226,0.24744660908093344,0.3993589043150801,0.6425190536206503,0.5377352001435275,0.9667579194368401,0.894694635546364,0.7401662841554807,39
MRO1,2019-01-01,2025-12-31,0.9039562130638753,0.8758946833217809,0.5585722228868755,0.8916715161824611,0.395154456109107,0.38668262167362294,0.3483555652024151,0.24843680701618898,0.25974210861950375,0.38225265864474,0.6896350359327555,0.5148865146848479,0.9902229174814235,0.8622029124879791,0.7395136415029252,40
MCHL,2019-01-01,2025-12-31,0.9220286423204476,0.9062286134232735,0.6564927911220322,0.7983628536171239,0.47943027230292945,0.42457293035330873,0.31567335880278113,0.29888739735321956,0.29500205628922405,0.24032923587181004,0.6685750505493538,0.5337250642225395,0.9554165037152914,0.869810501437968,0.7387415283672953,41
TOW2,2019-01-01,2025-12-31,0.9464434648913831,0.8706778951773531,0.6977892025186573,0.9167028609196488,0.27836534457310286,0.2712548875373219,0.3045217801580537,0.28568659177835026,0.31937968118112525,0.5082650924797657,0.6091283882515677,0.9073117067667106,0.939382088384826,0.8681324253839466,0.7386132133669608,42
POTS,2019-01-01,2025-12-31,0.9470546253574309,0.916816333735753,0.5844071184286134,0.837103039117441,0.9260831259483434,0.6050179102963177,0.31496096199906776,0.6682619556654477,0.4151592504355389,0.503601065810291,0.672387453678707,0.44343641518851407,0.9996089166992569,0.8766261600849142,0.7382359933747771,43
MIKL,2019-01-01,2025-12-31,0.9342277677272878,0.9705201377447022,0.7531718449019335,0.8615286281369845,0.18961652777633456,0.26757705512863006,0.30735752675294414,0.4117535249466333,0.39514211422452206,0.4574275642189952,0.7140802406871709,0.1257017421954164,0.9882675009777082,0.8538612430311789,0.7368917093335238,44
ULAB,2019-01-01,2025-12-31,0.9331093391512232,0.9191167909597511,0.5867343634023658,0.8374882958801498,0.8897226941248749,0.5897371826567187,0.306520824186484,0.650642306525845,0.40553476459010174,0.4767005054017483,0.7010400833358913,0.28401659212509234,0.9847477512710208,0.8840731377099912,0.7362462042899962,45
