station,window_start,window_end,amb_resets_no_kf,cn0,mp1,mp2,mp5,mw12,mw15,mw25,satellite_gaps,uptime,score,rank
CKIS,2019-01-01,2025-12-31,0.8694224923101921,0.8800546984191548,0.38148090665375306,0.36280342148840156,0.3330574007561327,0.2340581174888479,0.27562091087934176,0.33104121450777685,0.5120936661621874,0.8275322643723113,0.5005780740514022,108
M0SE,2019-01-01,2025-12-31,0.9537226279535225,0.9797011147137461,0.14329721095696582,0.2537068603732883,0.29832035459977685,0.3792974651322952,0.3864127872129942,0.44377156692782915,0.2456845514903555,0.9163081736409855,0.5000162177334905,109
NICO,2019-01-01,2025-12-31,0.9351923055517415,0.979598939070434,0.2038313489727743,0.24717640475529087,0.27703412137295963,0.32079611467972785,0.30009927409300424,0.46057558240457175,0.2764596989206467,0.992960500586625,0.49955011067463806,110
NRMD,2019-01-01,2025-12-31,0.9414430708974842,0.8814374810483643,0.3825746889124958,0.43656416260797765,0.36346369381242893,0.22178935549533876,0.2994763284822189,0.39184109038406534,0.6642779270580716,0.40633554947203754,0.4991126666172599,111
BRAZ,2019-01-01,2025-12-31,0.8487573518458259,0.6617260213589331,0.40574581120473396,0.3951896001757739,0.3452561590548332,0.27825349769612284,0.2916010435076973,0.33796093942409994,0.4303804400783947,0.9878764176769652,0.49858737394978203,112
FAA1,2019-01-01,2025-12-31,0.8783635991426904,0.8711714579028347,0.2906665572512539,0.3228111565288784,0.3234446618088914,0.23792345232884152,0.2710918685959819,0.42386123577810525,0.35744109392652257,0.9855299178725069,0.49711825093031664,113
PNGM,2019-01-01,2025-12-31,0.8648759614099776,0.8517859585560433,0.4593745975380275,0.4758396707931186,0.4306213447099615,0.2353206930327104,0.26967661170503565,0.3654059964159266,0.3391355344326975,0.670707860774345,0.49685345753303,114
CAS1,2019-01-01,2025-12-31,0.4530238642125473,0.9016668592133417,0.3980416913514025,0.3267953794782859,0.210874120770752,0.36475940888975994,0.3497379731330003,0.19075631414892283,0.7906702034686472,0.9624560031286664,0.4960261279774606,115
MEDI,2019-01-01,2025-12-31,0.9441474778323063,0.9427657454855765,0.13393714295081077,0.2032479853736383,0.23091717275300977,0.41504877711500976,0.41231761943423756,0.5043681807177868,0.16775146736434632,0.9886585842784513,0.4959990542852096,116
KOUC,2019-01-01,2025-12-31,0.8941151235620594,0.8738097138951635,0.4413204622198981,0.4377759253841174,0.39210168912632215,0.22637156275460665,0.31928471765032046,0.4807736318315581,0.26581179917669606,0.6077434493547126,0.49490539696039965,117
ZIM2,2019-01-01,2025-12-31,0.9241962832142027,0.9319683932878537,0.31500491398416336,0.35339965806930623,0.3297091695883732,0.20877211423206105,0.21559278906752147,0.40588605586819926,0.2668981614106558,0.9777082518576456,0.49480160468588236,118
BOR1,2019-01-01,2025-12-31,0.9166572601893104,0.9023666826323768,0.34383212788797607,0.3991995633079178,0.3678000235014741,0.19022139784606035,0.19678063960500256,0.4272950622823005,0.17858377371874423,0.9996089166992569,0.49434531826830186,119
POLV,2019-01-01,2025-12-31,0.9463028797998022,0.9738328774346559,0.19193972254532368,0.24505618104162727,0.27247015921572487,0.40042770190122046,0.35327706809397885,0.4368741928596911,0.11791867896801544,0.9777082518576456,0.49406174833979716,120
SEYG,2019-01-01,2025-12-31,0.8798370449718179,0.8337595259842991,0.308861796000704,0.3165684505693524,0.3230033805212609,0.2395563753394458,0.24978507621231175,0.3736281097211009,0.42513126602501705,0.9722330856472429,0.49399425021600235,121
NLIB,2019-01-01,2025-12-31,0.8982764010438269,0.8377609153472119,0.2842027707097967,0.3107112519989999,0.28550328819140686,0.4296615122208067,0.38089607023786975,0.45836786751092107,0.029351938915751385,1.0,0.49371727603738647,122
HOFN,2019-01-01,2025-12-31,0.8343183169818954,0.983111165187664,0.24425635010800625,0.1501092157956276,0.14137654292213364,0.43002170250174565,0.2647094615846026,0.492250964736545,0.3807564371838674,0.986312084473993,0.4933196154396079,123
FALK,2019-01-01,2025-12-31,0.9358835058560463,0.8185072329541052,0.28899505382034874,0.25920262298040747,0.19986932176277045,0.4077288120145121,0.36525885494609833,0.3249022251303128,0.3169175220422341,0.993351583887368,0.49326460046537074,124
QAQ1,2019-01-01,2025-12-31,0.8027169610110457,0.8357843750484554,0.20822639631683534,0.19174948845727266,0.18738380199126384,0.3472890990827363,0.3755459566777683,0.4983502420826924,0.670378174838508,0.7911615174032068,0.4927083875611008,125
MAJU,2019-01-01,2025-12-31,0.9028742459806968,0.8211229313423601,0.19025888055007403,0.34759539165282227,0.4008441887164549,0.2987970953336834,0.3507239062241296,0.39272934142737687,0.4949172085995559,0.7098161908486508,0.49250344467842105,126
MAW1,2019-01-01,2025-12-31,0.5922378594706332,0.8008091433520937,0.2274836808199254,0.21035302293804325,0.21677788465479647,0.32969280671677687,0.3338534740332234,0.448140794396924,0.7464698900794284,0.980054751662104,0.4910470500661537,127
IISC,2019-01-01,2025-12-31,0.8776718183415174,0.7983999997565209,0.30812034615625605,0.31361039187439654,0.25241326724061036,0.43993955787945377,0.3578752386383262,0.42671119374808963,0.08842891573234002,0.9894407508799374,0.48883762750977056,128
SALU,2019-01-01,2025-12-31,0.789757440300955,0.8637273210801039,0.4609798097024637,0.4168472773857154,0.33943617031639645,0.2877487802762404,0.326600466088514,0.374610987501044,0.07640396878436484,0.9084865076261244,0.48780483456758555,129
NAUR,2019-01-01,2025-12-31,0.8680010880765145,0.842560753424165,0.2576862778440742,0.34181657653583514,0.3465840986601983,0.29526921192015104,0.2903758216655187,0.4554053714822172,0.5491517080777407,0.6046147829487681,0.4874522828327086,130
OHI3,2019-01-01,2025-12-31,0.9340068606608596,0.9867818990944515,0.3261470778574922,0.2060647012080969,0.201861874222523,0.43065348077155835,0.3003092691393304,0.4986478058493539,0.2776764280448174,0.6671881110676574,0.4868747592871172,131
PTVL,2019-01-01,2025-12-31,0.8866809663916977,0.8513888252011492,0.361489365296752,0.36405480307104443,0.33128535885484184,0.314564811753948,0.3231680490806898,0.38257505209031534,0.34227195721027615,0.6511536957371921,0.48385473195498374,132
PERT,2019-01-01,2025-12-31,0.8558911689115788,0.8982031492533967,0.4200333142577205,0.37026209332598686,0.29168605750038124,0.23470296472048222,0.20937846690767362,0.27681675935676275,0.2405423317312506,0.9734063355494721,0.4828740442721687,133
MAL2,2019-01-01,2025-12-31,0.8851049748885919,0.8644308887471552,0.27326297874657024,0.318474103901097,0.3156846493915144,0.29876934116889503,0.29949802093711225,0.47850399461270604,0.05869858122132077,0.9710598357450136,0.48257414963587936,134
TRO1,2019-01-01,2025-12-31,0.721816510627484,0.9023976907205397,0.3322949285223935,0.3912082267547847,0.3622293806626698,0.12240229639058914,0.11462747692741414,0.5154076389342331,0.31328381430246854,0.9898318341806804,0.482405814400063,135
POHN,2019-01-01,2025-12-31,0.8551431827954098,0.8267346169852483,0.2847419525296086,0.3583976033027144,0.3858329657825804,0.3417318837601394,0.3694551405012047,0.43746144009790705,0.20024789694962264,0.7242862729761439,0.4819700952695343,136
DLF1,2019-01-01,2025-12-31,0.954524752577093,0.9225086628268485,0.3115026332413784,0.3544235749384096,0.30081151508459103,0.11449775321491243,0.14411262385316417,0.46371788670937536,0.17518577220481568,0.9968713335940556,0.48184528027475243,137
SYOG,2019-01-01,2025-12-31,0.7504714611680137,0.9082444997160756,0.21682844257722517,0.239771050196964,0.18183591257503537,0.3774927893611006,0.3263945046852122,0.5427125241151509,0.2643714309103189,0.8947985921001174,0.47700671484388046,138
NOT1,2019-01-01,2025-12-31,0.9315777928580738,0.957180305694933,0.22819819725617096,0.2220932230859958,0.25509079332005996,0.35615760946487485,0.26035129938253615,0.4589261766262615,0.17949402777155632,0.8330074305827141,0.47657051701243913,139
PTAG,2019-01-01,2025-12-31,0.8698386529406781,0.9622774035038512,0.23904241850273203,0.3854745376835722,0.43227012022918737,0.21233885132854607,0.2841985570281778,0.4192164518853773,0.19441337718914564,0.6648416112631991,0.4736096456354234,140
SOFI,2019-01-01,2025-12-31,0.9003421737736739,0.9837122549548538,0.21890268003604663,0.2582406447972007,0.2794045715422195,0.3533736202543567,0.28837561909484666,0.4703968092137298,0.265334727701398,0.624168947985921,0.47212107119000474,141
ADIS,2019-01-01,2025-12-31,0.8471400409533388,0.9758389170198019,0.2387410268098453,0.3383517262793277,0.39166946965170635,0.26174591100980266,0.2775058389660495,0.37607466907511183,0.3641424319938219,0.5185764567852953,0.46670150080236555,142
AUCK,2019-01-01,2025-12-31,0.9611162991114663,0.9099251371166979,0.3155345331122956,0.23380797800655048,0.16578618899550726,0.33963055306787326,0.30588986006203395,0.3900667586845413,0.217612030013841,0.5713727023856081,0.4544017051457669,143
CHTI,2019-01-01,2025-12-31,0.9482893520879019,0.9130187748403918,0.2819831017126353,0.24522114385365926,0.17480227104451987,0.32358272519186315,0.31129369197541457,0.40249950254452244,0.2142927096912336,0.5717637856863512,0.452440323552978,144
BAKO,2019-01-01,2025-12-31,0.8708860944630811,0.32527696398655553,0.23437936191593786,0.2555329685599977,0.31888769683836166,0.3404797310684433,0.31389708023522667,0.45981057031528466,0.23893847863424722,0.8697692608525616,0.4366867842563429,145
SCTB,2019-01-01,2025-12-31,0.22350329914474237,0.9071244550531695,0.25407150182741356,0.2362373782942211,0.22266542847412005,0.2966732955774659,0.2885467854157422,0.4439484337344742,0.23563593350328582,0.4618693781775518,0.37824372545660895,146
